=====================================
性能分析报告
=====================================
分析时间: 2026-04-11T18:50:49.689111
执行时间: 3.05秒
内存使用变化: 4.45MB
CPU使用变化: 0.00%

热点函数:
--------------------------------------------------------------------------------
ncalls     tottime    percall    cumtime    percall_cum filename             lineno     function            
--------------------------------------------------------------------------------
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2776(new_block_2d)
      500    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:994(_slip_up)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:101(on_dt_over)
      123    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:310(<genexpr>)
       28    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:78(dopostinit)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:99(_derive)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:774(_view)
      2/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:456(_parse_sub)
      100    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:256(<listcomp>)
      682    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
      160    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
      100    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:594(<listcomp>)
       98    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:573(_code)
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:221(_can_consolidate)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:77(dopreinit)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:123(maybe_convert_platform)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sharpe.py:143(stop)
      208    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:92(__missing__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2304(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
       18    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:6306(__getattr__)
       18    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1475(_next_writers)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\uuid.py:721(uuid4)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:169(_periodrecalc)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:241(_gettz)
       34    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\dateintern.py:48(tzparse)
       86    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:27(average)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:1591(construct_1d_object_array_from_listlike)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:440(acquire)
       26    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:314(append)
      490    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:1017(_slip_down)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:251(init)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:752(adddata)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:667(_constructor_from_mgr)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:856(__init__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:145(_get_option)
       54    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\frame.py:663(_constructor_from_mgr)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
      112    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:286(extend)
      2/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:516(_parse)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:2452(ensure_arraylike_for_datetimelike)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:226(evaluate)
      588    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:77(_stage1)
      400    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:244(__init__)
      115    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:310(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:82(shape)
       64    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:640(LineSeriesMaker)
      6/4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:407(_get_getitem_freq)
       18    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:95(_evaluate_numexpr)
      210    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5437(_getitem_slice)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:139(is_object_dtype)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:658(formatMessage)
       36    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:922(acquire)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:538(is_string_dtype)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:787(name)
      3/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:37(_compile)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:54(__init__)
      115    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:313(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2445(maybe_convert_dtype)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5449(_can_hold_identifiers_and_holds_name)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:74(create_analysis)
      123    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:311(<genexpr>)
       32    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5098(values)
      160    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:173(<lambda>)
      123    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:314(<genexpr>)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:243(__init__)
       44    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:184(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2718(maybe_coerce_values)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:67(_evaluate_standard)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:447(format)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:416(extract_array)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:1051(_stop)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1200(is_bool_dtype)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5180(_get_engine_target)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:810(_set_axis)
       10    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:7754(maybe_extract_name)
      254    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:530(_apply_china_commission)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1385(_is_dtype)
       50    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\dateintern.py:73(Localizer)
       24    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
       86    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\generic.py:37(_check)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:672(_apply_china_commission)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:176(on_dt_over)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:302(start)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexing.py:2668(check_bool_indexer)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:98(dopostinit)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
       26    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:737(name)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:440(_format)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\concurrent\futures\_base.py:328(__init__)
        8    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:87(stop)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1581(validate_all_hashable)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2655(array_values)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\missing.py:131(dispatch_fill_zeros)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\util\_validators.py:354(validate_ascending)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\dispatch.py:17(should_extension_dispatch)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:101(<listcomp>)
       54    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\uuid.py:139(__init__)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1444(_is_dtype_type)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:135(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\datetimelike.py:745(_get_engine_target)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:379(get_fundshares)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:247(create_analysis)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\frame.py:4634(_clear_item_cache)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:385(get_fundvalue)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
       32    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\dateintern.py:230(time2num)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:98(__init__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:127(_get_single_key)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:652(usesTime)
       36    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:472(__init__)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:409(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2789(new_block)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\common.py:568(require_length_match)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\returns.py:118(stop)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:237(_gettzinput)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:112(stop)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:96(start)
       10    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:208(addindicator)
       54    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\sorting.py:546(ensure_key_mapped)
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:216(is_extension)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2747(get_block_type)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
       80    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:506(to_numpy)
       40    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:380(notna)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1042(needs_i8_conversion)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:562(__init__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:236(set_axis)
       58    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:114(__iadd__)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:445(_last)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\dataseries.py:97(getwriterinfo)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\extension.py:67(fget)
      200    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:63(start)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:261(_standardize_fill_value)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:726(notify_cashvalue)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\concurrent\futures\thread.py:123(__init__)
       86    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
       28    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:1453(current_thread)
       38    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:225(fullsize)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:306(_simple_new)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:902(_fillna_prep)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:732(notify_fund)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:164(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:237(isna)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\common.py:81(get_op_result_name)
       24    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\tradeanalyzer.py:68(create_analysis)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:274(full)
       36    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:929(release)
       18    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:432(usesTime)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:574(condition)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:635(_get_root)
       82    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1165(is_float_dtype)
       54    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:349(addminperiod)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:967(from_blocks)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:693(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:511(_compile_info)
       24    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1600(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:829(_maintain_shutdown_locks)
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:268(mgr_locs)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:90(RLock)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:1780(np_can_hold_element)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:243(_optimize_charset)
       18    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\dtypes.py:1454(__init__)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_methods.py:55(_any)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:215(_vhstack_dispatcher)
       20    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
       36    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:815(filter)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\enum.py:1525(__and__)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\copyreg.py:113(_slotnames)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:98(closegroup)
       80    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:2175(_creso)
       28    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1409(_get_dtype)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:78(<dictcomp>)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:123(getLevelName)
       20    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:531(is_string_or_object_np_dtype)
      112    0.000    0.000    0.000    0.000 {method 'pop' of 'array.array' objects}
       64    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:112(updateminperiod)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:87(start)
       21    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:271(__enter__)
       20    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
       72    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:320(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:514(_validate_dtype)
      4/2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:178(getwidth)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:792(values)
       86    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:744(dtype)
      108    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:121(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:705(_can_hold_na)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:429(__init__)
       56    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\calendar.py:102(isleap)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:507(maybe_prepare_scalar_for_op)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1330(normalize_axis_tuple)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:294(make_block_same_class)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2019(external_values)
       18    0.000    0.000    0.000    0.000 {built-in method math.log}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:157(clean_fill_method)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:766(_try_cast)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
       21    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:274(__exit__)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:6156(_align_for_op)
        9    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
       28    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:575(_get_axis_number)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:589(_get_axis)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:232(_can_hold_na)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:368(getMessage)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1869(from_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:319(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2036(_can_hold_na)
       18    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
