=====================================
性能分析报告
=====================================
分析时间: 2026-04-11T18:50:46.420195
执行时间: 2.88秒
内存使用变化: 4.96MB
CPU使用变化: 0.00%

热点函数:
--------------------------------------------------------------------------------
ncalls     tottime    percall    cumtime    percall_cum filename             lineno     function            
--------------------------------------------------------------------------------
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:667(_constructor_from_mgr)
       43    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:1591(construct_1d_object_array_from_listlike)
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:226(evaluate)
      104    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:92(__missing__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:77(dopreinit)
       10    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:538(is_string_dtype)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:139(is_object_dtype)
       13    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:314(append)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:145(_get_option)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:95(_evaluate_numexpr)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:169(_periodrecalc)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5180(_get_engine_target)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:251(init)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:2452(ensure_arraylike_for_datetimelike)
      341    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:530(_apply_china_commission)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:244(__init__)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
      294    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:77(_stage1)
       24    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2445(maybe_convert_dtype)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2718(maybe_coerce_values)
        8    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5437(_getitem_slice)
      3/2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:407(_get_getitem_freq)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:787(name)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:67(_evaluate_standard)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:54(__init__)
        8    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:752(adddata)
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1475(_next_writers)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5449(_can_hold_identifiers_and_holds_name)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\util\_validators.py:354(validate_ascending)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1385(_is_dtype)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\missing.py:131(dispatch_fill_zeros)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\datetimelike.py:745(_get_engine_target)
      245    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:1017(_slip_down)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:416(extract_array)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\frame.py:4634(_clear_item_cache)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:184(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
       17    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\dateintern.py:48(tzparse)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\dispatch.py:17(should_extension_dispatch)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:7754(maybe_extract_name)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\uuid.py:721(uuid4)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:922(acquire)
        7    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1200(is_bool_dtype)
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:241(_gettz)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:658(formatMessage)
      200    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:74(create_analysis)
      100    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:810(_set_axis)
       43    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\generic.py:37(_check)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1444(_is_dtype_type)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
       13    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:737(name)
       24    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\sorting.py:546(ensure_key_mapped)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1581(validate_all_hashable)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:247(create_analysis)
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:216(is_extension)
       24    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:173(<lambda>)
        9    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      127    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       80    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:447(format)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexing.py:2668(check_bool_indexer)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5098(values)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\common.py:568(require_length_match)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1042(needs_i8_conversion)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2747(get_block_type)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:98(dopostinit)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:112(stop)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:127(_get_single_key)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:440(_format)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2789(new_block)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:176(on_dt_over)
       56    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:286(extend)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:506(to_numpy)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:135(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:302(start)
       25    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\dateintern.py:73(Localizer)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:101(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\extension.py:67(fget)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\returns.py:118(stop)
       81    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:967(from_blocks)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:380(notna)
       43    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:511(_compile_info)
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:268(mgr_locs)
       32    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:640(LineSeriesMaker)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:472(__init__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\dataseries.py:97(getwriterinfo)
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:385(get_fundvalue)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:243(_optimize_charset)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:261(_standardize_fill_value)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:409(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:237(isna)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:236(set_axis)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:215(_vhstack_dispatcher)
        8    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       19    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:652(usesTime)
       10    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:208(addindicator)
      100    0.000    0.000    0.000    0.000 {built-in method math.exp}
       10    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:574(condition)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\enum.py:1525(__and__)
       27    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\copyreg.py:113(_slotnames)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:98(closegroup)
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:2175(_creso)
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:379(get_fundshares)
       29    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:114(__iadd__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:902(_fillna_prep)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:87(stop)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\tradeanalyzer.py:68(create_analysis)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\common.py:81(get_op_result_name)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:274(full)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\dateintern.py:230(time2num)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2655(array_values)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:693(_sanitize_ndim)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:635(_get_root)
       52    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1600(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
      4/2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:1780(np_can_hold_element)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:531(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1165(is_float_dtype)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:237(_gettzinput)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:164(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
       83    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:744(dtype)
       18    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1409(_get_dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:63(start)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_methods.py:55(_any)
       19    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:225(fullsize)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:445(_last)
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:726(notify_cashvalue)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:432(usesTime)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:98(__init__)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:514(_validate_dtype)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:929(release)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:732(notify_fund)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:589(_get_axis)
       27    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:349(addminperiod)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:792(values)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:319(<dictcomp>)
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:575(_get_axis_number)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:112(updateminperiod)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2313(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:705(_can_hold_na)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:87(start)
       81    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:78(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:123(getLevelName)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2019(external_values)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:766(_try_cast)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1330(normalize_axis_tuple)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:96(start)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:6156(_align_for_op)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:294(make_block_same_class)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:507(maybe_prepare_scalar_for_op)
       48    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5154(_values)
       19    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:832(_reset_identity)
       32    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:544(_maybe_downcast)
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:232(_can_hold_na)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:157(clean_fill_method)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:306(_simple_new)
       56    0.000    0.000    0.000    0.000 {method 'pop' of 'array.array' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:1453(current_thread)
       47    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2036(_can_hold_na)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1869(from_blocks)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:121(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:815(filter)
       40    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       48    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:981(__array__)
      2/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:436(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\enum.py:688(__call__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:728(is_valid_na_for_dtype)
        9    0.000    0.000    0.000    0.000 {built-in method math.log}
       12    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:123(classes)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:368(getMessage)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:105(tz_to_dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:251(external_values)
       28    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\calendar.py:102(isleap)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:168(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:228(_acquireLock)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observer.py:64(_start)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:732(_sanitize_str_dtypes)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:7659(ensure_index)
        8    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1606(pandas_dtype)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\returns.py:104(start)
       10    0.000    0.000    0.000    0.000 {built-in method time.time}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\datetimes.py:265(_engine_type)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:643(addanalyzer)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:255(get_analysis)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\common.py:301(maybe_iterable_to_list)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\py3.py:110(itervalues)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1665(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\threading.py:1152(name)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:145(_register)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\enum.py:1507(_get_value)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:164(start)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:917(__len__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:255(fill_value)
        7    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:240(__next)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\common.py:103(_maybe_match_name)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\core\performance_analyzer.py:59(stop)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:231(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:120(start)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2900(external_values)
